FILENAME,ModalName,Name_Agreement_Total,Name_Agreement_Responders,DKO,DKN,Category,Familiarity_Mean,Visual_Complexity_Mean,Objective_Agreement_Mean,Viewpoint_Mean,Manipulability_Mean,H-value
scale01a,scale,0.794871795,0.837837838,0,0.03,Skincare & bathroom item,4.128205128,2.897435897,3.272727273,2.787878788,2.393939394,0.842424024
scalpel,Scalpel,0.428571429,0.5625,0.02,0.19,Medical instrument & accessory,3.404761905,2.071428571,,,2.46875,2.279417187
scanner,scanner,0.5,0.525,0,0.05,Electronic device & accessory,4.261904762,2.880952381,,,3.088235294,2.234433325
scarf,scarf,0.923076923,0.947368421,0,0.03,Clothing,4.526315789,2.076923077,3.818181818,3.212121212,3.242424242,0.297472249
schoolbus,school bus,0.976190476,0.976190476,0,0,Vehicle,4.761904762,2.69047619,4.25,3.75,2.235294118,0.16232618
scissorlift,lift,0.119047619,0.333333333,0.1,0.5,Vehicle,3.12195122,3.317073171,,,2.088235294,2.999581231
scissors01,scissors,1,1,0,0,Stationary & school supply,4.538461538,2.512820513,4.03125,3.71875,4.225806452,0
scooter,scooter,0.833333333,0.897435897,0,0.05,Vehicle,4.428571429,2.071428571,3.0625,3.375,4,0.63091746
scorpion,scorpion,0.857142857,0.9,0,0.02,Insect,3.928571429,3.166666667,3.84375,3,1.852941176,0.568995594
scotchtape,scotch tape,0.41025641,0.432432432,0,0.05,Stationary & school supply,4.526315789,2.135135135,3.375,3.5625,2.451612903,1.787740962
screw02,screw,0.897435897,1,0,0.05,Building material,3.794871795,2.512820513,4.03030303,3.451612903,2.533333333,0
screwdriver04b,screwdriver,0.897435897,0.945945946,0,0.05,Hand labour tool & accessory,4.128205128,2.333333333,4.545454545,4.3125,3.53125,0.303374836
scrubbingbrush05b,brush,0.538461538,0.636363636,0.05,0.1,Household article & cleaner,3.810810811,2.710526316,3.757575758,3.090909091,2.454545455,1.658077729
seagull,Seagull,0.714285714,0.714285714,0,0,Bird,4.476190476,2.761904762,3.9375,2.65625,1.852941176,1.315966997
seal,seal,0.880952381,0.880952381,0,0,Sea mammal,4.357142857,2.785714286,3.838709677,3.03125,1.823529412,0.68982547
sealion,seal,0.738095238,0.756097561,0,0.02,Sea mammal,4.023809524,3.071428571,3.78125,2.6875,1.764705882,1.117436197
seashell01,seashell,0.487179487,0.5,0,0.03,Crustacean,4,3.333333333,3.636363636,3.484848485,2.393939394,1.814110138
seaturtle,turtle,0.619047619,0.619047619,0,0,Reptile,4.404761905,3.357142857,3.53125,3,2.147058824,1.526831752
securitycamera,Security camera,0.380952381,0.4,0,0.02,Electronic device & accessory,4.19047619,2.404761905,,,1.794117647,2.501205059
servingspoon01,Spoon,0.5,0.5,0,0,Kitchen & utensil,4.666666667,1.571428571,,,3.5,2.225804247
setsquare,ruler,0.157894737,0.24,0.11,0.13,Hand labour tool & accessory,2.911764706,2.147058824,,,1.970588235,3.59326969
sewingmachine01a,sewing machine,0.923076923,0.947368421,0,0.03,Hand labour tool & accessory,3.894736842,3.648648649,4.575757576,4.272727273,2.636363636,0.350103828
shavingcream,ice cream,0.307692308,0.342857143,0.05,0.05,Food,3.666666667,2.135135135,2.272727273,2.818181818,2.696969697,2.70374436
shed02,shed,0.571428571,0.6,0,0.05,Building infrastructure,4,2.523809524,3.3125,3.375,2.088235294,2.402078407
sheep,Sheep,0.928571429,0.928571429,0,0,Mammal,4.428571429,2.904761905,4.25,4.03125,2.088235294,0.371232327
shelf,Shelf,0.595238095,0.609756098,0,0.02,Furniture,4.404761905,1.714285714,3.5,3.875,2.441176471,2.029236572
shellpasta,Shell pasta,0.380952381,0.4,0,0.02,Food,4.404761905,2.095238095,,,2.058823529,2.137971934
shelves,Shelves,0.642857143,0.658536585,0,0,Furniture,4.428571429,1.952380952,2.78125,3.40625,2.382352941,1.884821211
sheriffhat,Sheriff hat,0.666666667,0.666666667,0,0,Clothing,4.214285714,2.071428571,3.9375,3.90625,2.735294118,1.80646176
shield02,Shield,0.642857143,0.72972973,0.05,0.05,War related weapon & item,3.731707317,2.30952381,3,2.625,2.7,1.611160121
shinpad,Shin pad,0.268292683,0.323529412,0.07,0.02,Outdoor activity & sport item,4.195121951,1.875,,,2.441176471,2.476203907
shipinabottle,Ship in a bottle,0.642857143,0.710526316,0,0.1,Decoration & gift accessory,3.976190476,3.214285714,3.8125,2.96875,1.970588235,1.511306381
shirt01,shirt,0.435897436,0.435897436,0,0,Clothing,4.333333333,2.435897436,2.96969697,3.272727273,3.121212121,2.127703332
shirt02,shirt,0.948717949,0.948717949,0,0,Clothing,4.666666667,2.512820513,3.454545455,3.575757576,3.454545455,0.343100308
shoehorn,shoe horn,0.256410256,0.476190476,0.26,0.18,Household article & cleaner,3.205882353,1.783783784,3.34375,3.181818182,2.909090909,2.619970711
shoelace,shoelace,0.769230769,0.857142857,0,0.05,Clothing,4.263157895,1.868421053,4.151515152,3.848484848,3.121212121,0.730380006
shoepolish,Shoe polish,0.119047619,0.263157895,0.36,0.12,Musical instrument,3.15,1.738095238,,,2.321428571,3.176110252
shoppingcart,Shopping cart,0.666666667,0.682926829,0,0,Vehicle,4.714285714,2.380952381,3.8125,3.65625,3.323529412,1.675345522
shopvac,vacuum,0.357142857,0.394736842,0,0.05,Hand labour tool & accessory,4.380952381,2.452380952,,,3.088235294,2.517279661
shorts01,shorts,0.743589744,0.743589744,0,0,Clothing,4.384615385,2.58974359,3.484848485,3.151515152,2.757575758,1.467929171
shotglass,Shot glass,0.095238095,0.148148148,0.24,0.12,Kitchen & utensil,3.175,1.829268293,,,1.931034483,4.088220835
shoulder,shoulder,0.642857143,0.642857143,0,0,Bodypart,4.928571429,2.476190476,3.71875,3.71875,3.294117647,1.936678136
shoulderpad,Shoulder pads,0.261904762,0.314285714,0.02,0.1,Outdoor activity & sport item,3.785714286,2.857142857,,,2.529411765,3.291614151
shovel01,shovel,0.80952381,0.829268293,0,0,Hand labour tool & accessory,4.714285714,1.523809524,4,3.9375,3.970588235,0.943558429
shower,shower,0.829268293,0.829268293,0,0,Skincare & bathroom item,4.571428571,2.69047619,2.75,3.34375,3.558823529,0.943558429
showerhead01,shower head,0.857142857,0.87804878,0,0,Skincare & bathroom item,4.785714286,2.285714286,4.03125,3.8125,3.529411765,0.720544686
shrimp,shrimp,0.595238095,0.714285714,0.02,0.12,Crustacean,3.666666667,3.142857143,2.4375,3.625,1.676470588,1.390674667
siamesecat,cat,0.666666667,0.682926829,0,0.02,Feline,4.547619048,2.785714286,3.46875,3,2.794117647,1.281082179
sieve01b,strainer,0.473684211,0.692307692,0,0.21,Kitchen & utensil,4.243243243,2.263157895,3.935483871,3.451612903,2.193548387,1.582799333
sink,sink,0.738095238,0.738095238,0,0,Skincare & bathroom item,4.80952381,2.19047619,3.451612903,3.161290323,3.617647059,1.164220146
sippycup,baby bottle,0.230769231,0.290322581,0,0.21,Kitchen & utensil,3.564102564,2.461538462,3.821428571,3.866666667,2.333333333,2.883847618
skateboard,skateboard,0.976190476,1,0,0,Outdoor activity & sport item,4.523809524,1.880952381,4.4375,3.59375,4.205882353,0
skiboot01a,ski boot,0.666666667,0.7,0,0.02,Outdoor activity & sport item,3.904761905,2.547619048,4.28125,3.9375,2.852941176,1.706779649
skigoggles01,Ski goggles,0.428571429,0.43902439,0,0.02,Outdoor activity & sport item,4.261904762,1.833333333,,,3.088235294,1.832051558
skihelmet01,helmet,0.642857143,0.642857143,0,0,Outdoor activity & sport item,4.142857143,1.952380952,2.75,3.28125,3.176470588,1.642284612
skipole,Ski poles,0.571428571,0.666666667,0,0.1,Outdoor activity & sport item,4.333333333,1.80952381,4.21875,3.96875,3.294117647,1.793567362
skippingrope,skipping rope,0.523809524,0.523809524,0,0,Gamestoy & entertainment,4.547619048,1.595238095,3.4375,3.3125,4.264705882,1.134743176
skunk,skunk,0.952380952,0.975609756,0,0.02,Mammal,4.333333333,2.833333333,4.40625,3.5625,2.352941176,0.165427034
sledgehammer,hammer,0.595238095,0.595238095,0,0,Hand labour tool & accessory,4.261904762,1.833333333,2.870967742,2.709677419,3.588235294,1.311379955
slide02,slide,0.384615385,0.428571429,0.03,0.05,Decoration & gift accessory,3.621621622,2.648648649,2.806451613,2.6,1.966666667,2.568628476
slidetray,slide tray,0.102564103,0.181818182,0.23,0.21,Electronic device & accessory,3.057142857,3.222222222,3.185185185,3.214285714,1.571428571,3.697845823
slipper01b,slipper,0.815789474,0.815789474,0,0,Clothing,4.153846154,2.128205128,3.3125,3.46875,2.25,0.798194339
slug,slug,0.619047619,0.684210526,0.05,0.02,Insect,3.853658537,2.463414634,3.96875,3.8125,1.676470588,1.157645576
slushiemachine,Slushie Machine,0.523809524,0.578947368,0,0,Food,4.238095238,2.738095238,3.625,3.65625,2.333333333,2.508256576
smartboard,white board,0.571428571,0.6,0.05,0,Stationary & school supply,4.365853659,1.619047619,4.53125,4.1875,3.029411765,2.280709583
smokedetector02,Smoke detector,0.476190476,0.540540541,0.05,0.02,Electronic device & accessory,4.476190476,2.023809524,,,2.117647059,1.75748649
smokedsalmon,Salmon,0.285714286,0.285714286,0,0,Food,4.142857143,2.571428571,,,1.636363636,3.221876578
smokingpipe,pipe,0.80952381,0.829268293,0,0,Gamestoy & entertainment,4.095238095,1.785714286,3.90625,3.53125,3.647058824,0.760393185
snail,shell,0.380952381,0.4,0,0,Crustacean,4.023809524,2.714285714,,,1.794117647,2.3705844
sneaker03b,shoe,0.358974359,0.358974359,0,0,Clothing,4.435897436,2.5,3.96969697,3.212121212,3.060606061,2.096267175
snowblower,snow blower,0.285714286,0.413793103,0.07,0.19,Hand labour tool & accessory,3.547619048,3.523809524,,,2.352941176,2.767319254
snowboard,Snowboard,0.952380952,0.952380952,0,0,Outdoor activity & sport item,4.5,2.285714286,4.03125,2.9375,3.647058824,0.323814475
snowbrush,brush,0.189189189,0.24137931,0.05,0.11,Hand labour tool & accessory,4.028571429,2.371428571,,,3.323529412,3.179669462
snowglobe,snow globe,0.619047619,0.684210526,0,0.1,Decoration & gift accessory,4.119047619,2.904761905,3.34375,4,2.147058824,1.873942443
snowman,snowman,1,1,0,0,Outdoor activity & sport item,4.619047619,2.261904762,4.09375,4.21875,3.264705882,0
snowpea01,snow peas,0.342105263,0.351351351,0,0,Food,4.289473684,2.41025641,3.870967742,3.78125,1.515151515,2.739455289
snowshoe,Snowshoe,0.69047619,0.878787879,0,0.17,Outdoor activity & sport item,3.571428571,2.714285714,3.96875,3.4375,3.121212121,0.631171805
snowshovel,Snow shovel,0.547619048,0.56097561,0,0,Hand labour tool & accessory,4.619047619,1.69047619,4.0625,4.125,4.029411765,0.989245297
soap03a,soap,0.769230769,0.789473684,0,0.03,Skincare & bathroom item,4.473684211,1.526315789,3.96969697,3.848484848,3.393939394,0.856922189
soapdispenser01,soap dispenser,0.333333333,0.342105263,0,0.03,Skincare & bathroom item,4.179487179,2.794871795,3.696969697,3.6875,3.125,3.501338597
soccerball,soccer ball,0.976190476,0.976190476,0,0,Outdoor activity & sport item,4.523809524,1.976190476,3.84375,4.21875,3.970588235,0.16232618
soccercleat01,Soccer cleat,0.261904762,0.261904762,0,0,Clothing,4.380952381,2.428571429,,,3.176470588,2.591906218
sock01a,sock,0.871794872,0.871794872,0,0,Clothing,4.487179487,2.025641026,2.848484848,2.363636364,3.393939394,0.798896152
softcheese,cheese,0.717948718,0.717948718,0,0,Food,4.435897436,2.666666667,4.03030303,3.848484848,1.451612903,1.436281377
soil,dirt,0.307692308,0.387096774,0.15,0.05,Natural element,3.470588235,2.457142857,3.242424242,3.696969697,1.96875,3.308404375
solderingiron,soldering iron,0.230769231,0.6,0.28,0.31,Hand labour tool & accessory,2.862068966,3.068965517,2.928571429,3.24137931,1.862068966,2.004935595
solderingwire,wire,0.205128205,0.266666667,0.05,0.15,Hand labour tool & accessory,3.447368421,2.405405405,3.484848485,4.121212121,1.606060606,3.748394346
soundmixer,Sound mixer,0.119047619,0.172413793,0.12,0.12,Electronic device & accessory,3.30952381,3.738095238,,,2.882352941,3.82438898
spacerocket,rocket,0.642857143,0.675,0.02,0,Vehicle,3.926829268,2.452380952,3.4375,4.3125,2.029411765,1.772138019
spacerover,Mars rover,0.333333333,0.56,0.31,0.1,Vehicle,2.525,3.731707317,,,1.5,2.161541933
spaghetti01,Spaghetti,0.571428571,0.571428571,0,0,Food,4.761904762,1.785714286,3.0625,3.4375,2.5,2.353061697
spatula03,spatula,0.538461538,0.75,0,0.18,Kitchen & utensil,4.358974359,2.128205128,3.741935484,3.3125,2.5,1.441688284
spatula04,spatula,0.435897436,0.739130435,0.1,0.28,Kitchen & utensil,3.638888889,1.888888889,3.548387097,3.46875,2.677419355,1.502393769
speaker04,speaker,0.871794872,0.871794872,0,0,Electronic device & accessory,4.128205128,2.974358974,3.848484848,3.666666667,2,0.850178203
spear02,Spear,0.642857143,0.75,0.05,0.02,War related weapon & item,3.707317073,1.625,4.125,3.625,2.970588235,1.281269362
speedball,punching bag,0.357142857,0.5,0,0.24,Outdoor activity & sport item,3.780487805,2.365853659,,,3.823529412,2.299790615
spicerack,spice rack,0.80952381,0.85,0.02,0.02,Kitchen & utensil,4.357142857,2.928571429,3,3.53125,2.735294118,0.878712492
spiderweb,spider web,0.928571429,0.928571429,0,0,Natural element,4.738095238,2.714285714,4.375,4.0625,2.382352941,0.436824886
spinningtoy,Toy,0.30952381,0.361111111,0.05,0.1,Gamestoy & entertainment,3.380952381,2.880952381,,,1.636363636,2.565558313
sponge01,sponge,0.897435897,0.897435897,0,0,Household article & cleaner,4.256410256,2.256410256,3.757575758,4.03030303,2.545454545,0.63091746
spoon01,spoon,0.923076923,0.923076923,0,0,Kitchen & utensil,4.564102564,2.282051282,4.3125,3.666666667,3.363636364,0.513163756
sportbag,bag,0.564102564,0.564102564,0,0,Outdoor activity & sport item,4.025641026,2.868421053,3.424242424,3.84375,2.5625,2.145093922
sportsjersey,jersey,0.523809524,0.523809524,0,0,Clothing,4.357142857,1.857142857,2.388888889,2.611111111,2.323529412,2.428697814
spotlight,spot light,0.357142857,0.384615385,0,0.07,Electronic device & accessory,3.833333333,2.380952381,,,2.28125,2.672419454
spraybottle01,spray bottle,0.564102564,0.611111111,0,0.08,Household article & cleaner,3.973684211,2.526315789,3.666666667,4.090909091,3.03125,2.201525471
spraycan,spray can,0.282051282,0.297297297,0,0.05,Household article & cleaner,3.717948718,2.333333333,3.4375,3.9375,3.125,2.754109168
springdoorstop,Door stop,0.285714286,0.428571429,0.05,0.21,Building material,4.404761905,2.142857143,,,2,1.91472212
springroll,Spring roll,0.523809524,0.536585366,0,0,Food,4.585365854,1.857142857,4.0625,3.75,1.848484848,1.866648453
sprinkler,Sprinkler,0.285714286,0.387096774,0.02,0.14,Building infrastructure,4,2.69047619,,,2.264705882,3.038580892
sprouts,Sprouts,0.166666667,0.28,0.12,0.21,Food,3.547619048,2.166666667,,,1.65625,3.427601312
squeegee01b,squeegee,0.512820513,0.588235294,0,0.1,Hand labour tool & accessory,3.641025641,2.230769231,4.580645161,3.677419355,3.290322581,2.30985808
squid,Squid,0.731707317,0.882352941,0.07,0.05,Fish,3.65,3.375,3.21875,3.15625,1.575757576,0.699029963
squirrel,squirrel,1,1,0,0,Mammal,4.69047619,2.880952381,3.71875,3.375,1.941176471,0
stackingring01a,toy,0.307692308,0.428571429,0,0.28,Gamestoy & entertainment,3.256410256,2.538461538,3.137931034,3.482758621,2.034482759,2.859879029
stairs,stairs,0.619047619,0.619047619,0,0,Building infrastructure,4.69047619,2.095238095,2.90625,3.5,3.588235294,1.576479792
staple,staples,0.923076923,0.972972973,0,0.05,Stationary & school supply,4.447368421,2.052631579,4.060606061,3.363636364,2.03030303,0.179256067
staplegun,Staple gun,0.333333333,0.4,0.05,0.1,Hand labour tool & accessory,4.238095238,2.261904762,,,3.294117647,2.174749153
stapler03a,stapler,0.948717949,0.948717949,0,0,Stationary & school supply,4.487179487,2.307692308,4.393939394,4.25,3.46875,0.343100308
stapleremover,staple remover,0.657894737,0.806451613,0,0.18,Stationary & school supply,4.153846154,2.666666667,4.666666667,4,2.363636364,1.055767528
star,Star,0.5,0.583333333,0.1,0.05,Decoration & gift accessory,3.243902439,2.5,,,1.709677419,2.229694269
starfish01,starfish,0.717948718,0.736842105,0,0.03,Crustacean,3.605263158,3.368421053,4.40625,4.363636364,1.757575758,0.954894281
statue,statue,0.857142857,0.87804878,0,0.02,Decoration & gift accessory,3.666666667,2.904761905,3.125,3.96875,1.636363636,0.818105662
statuette01,statue,0.307692308,0.342857143,0,0.1,Decoration & gift accessory,3.111111111,3.486486486,3.379310345,3.62962963,1.379310345,3.179602132
steamroller,Steam roller,0.30952381,0.52,0,0.21,Vehicle,4.048780488,3.097560976,,,2.176470588,2.369432036
steeringwheel,Steering wheel,0.682926829,0.682926829,0,0,Vehicle,4.756097561,2.146341463,4.125,2.90625,4.323529412,1.364250705
stepladder,ladder,0.833333333,0.833333333,0,0,Hand labour tool & accessory,4.619047619,1.761904762,3.612903226,3.612903226,3.470588235,0.748634551
stickytack,sticky tack,0.083333333,0.130434783,0.11,0.19,Gamestoy & entertainment,3.371428571,1.972222222,,,1.558823529,3.849223912
stingray,Stingray,0.404761905,0.515151515,0,0.14,Fish,3.476190476,3.19047619,,,1.470588235,2.165707959
stool01,Stool,0.880952381,0.880952381,0,0,Furniture,4.666666667,1.80952381,4.15625,3,3.117647059,0.755418029
storagebin,Shelves,0.095238095,0.121212121,0,0.17,Stationary & school supply,3.904761905,1.761904762,,,1.882352941,4.150158513
stovetop,Stove top,0.166666667,0.179487179,0,0.02,Kitchen & utensil,4.585365854,2.048780488,,,2.676470588,3.775895414
strainer02,strainer,0.307692308,0.413793103,0.03,0.21,Kitchen & utensil,4.184210526,2.078947368,3.8,4.333333333,2.033333333,2.27109996
strap,Belt,0.357142857,0.555555556,0.02,0.21,Clothing,3.857142857,1.707317073,,,2.515151515,2.510318653
straw,straw,0.657894737,0.833333333,0.11,0.11,Kitchen & utensil,3.710526316,1.763157895,3.96875,3.75,3.71875,1.037010437
strawbasket01,basket,0.666666667,0.8125,0,0.18,Decoration & gift accessory,3.666666667,2.473684211,2.848484848,3.636363636,2,1.180892729
strawberry,strawberry,1,1,0,0,Food,4.641025641,2.102564103,4.848484848,4.696969697,1.545454545,0
stringbean01,green beans,0.236842105,0.264705882,0.03,0.08,Food,4.078947368,2.282051282,4.46875,4.21875,1.5,2.623037843
stroller,Stroller,0.523809524,0.564102564,0,0.02,Outdoor activity & sport item,4.428571429,2.785714286,4,3.875,3.176470588,1.485063451
stubbywrench01a,wrench,0.829268293,1,0,0.05,Hand labour tool & accessory,4.414634146,1.658536585,4.125,3.59375,3.323529412,0
studiolight,lamp,0.435897436,0.447368421,0,0.03,Electronic device & accessory,3.794871795,2.923076923,2.636363636,3.515151515,2.696969697,2.755660428
stuffedanimal02b,teddy bear,0.717948718,0.717948718,0,0,Gamestoy & entertainment,4.076923077,2.974358974,4.03125,4.21875,2.25,1.433720724
stuffedpuffin,bird,0.476190476,0.606060606,0.07,0.14,Bird,3.243902439,3.390243902,,,1.558823529,1.560518758
sturgeon,fish,0.56097561,0.793103448,0.12,0.17,Fish,2.585365854,3.195121951,2.40625,3,1.529411765,1.132397375
styrofoamcup,styrofoam cup,0.461538462,0.473684211,0,0,Kitchen & utensil,4.307692308,1.769230769,4.909090909,4.757575758,1.848484848,4.247953212
suitcase,suitcase,0.564102564,0.578947368,0,0,Household article & cleaner,4.236842105,2.710526316,3.212121212,2.939393939,2.787878788,1.581433393
suitofarmor,armor,0.5,0.525,0,0,War related weapon & item,3.976190476,3.166666667,,,2.176470588,2.184433325
sunflowerseeds,Sunflower seeds,0.476190476,0.5,0.02,0,Food,4.404761905,2.452380952,,,2,2.173219672
sunglasses04,sunglasses,0.897435897,0.897435897,0,0,Clothing,4.461538462,2.41025641,4,3.909090909,3.575757576,0.560279319
surfboard,surf board,0.80952381,1,0.12,0.02,Outdoor activity & sport item,3.609756098,1.853658537,3.78125,3.09375,3.375,0
swallow,bird,0.69047619,0.707317073,0,0.02,Bird,3.69047619,3.095238095,3.34375,2.9375,1.794117647,1.638257143
swan,bird,0.357142857,0.375,0,0.05,Bird,3.928571429,2.785714286,,,1.882352941,2.086525524
swimgoggles,goggles,0.58974359,0.621621622,0,0,Outdoor activity & sport item,3.684210526,2.657894737,3.96969697,4.272727273,3.181818182,1.552614179
swimsuit,Shorts,0.547619048,0.547619048,0,0,Clothing,4.666666667,2.095238095,3.419354839,2.6875,2.794117647,2.402991232
swing,swing,0.975609756,0.975609756,0,0,Outdoor activity & sport item,4.609756098,1.585365854,3.125,3.5,4,0.165427034
swissarmyknife01a,pocket knife,0.404761905,0.425,0,0.02,Hand labour tool & accessory,4.357142857,2.047619048,,,2.970588235,2.34039545
swisscheese,swiss cheese,0.384615385,0.5,0.18,0.05,Food,3.6,1.971428571,3.515151515,3.454545455,1.454545455,1.994949048
sword01,sword,0.80952381,0.80952381,0,0,War related weapon & item,4.071428571,2.023809524,4.064516129,3.580645161,3.617647059,1.083418932
swordfish,sword fish,0.785714286,0.825,0,0.02,Fish,4.047619048,2.904761905,4.09375,3.875,1.617647059,0.669015835
syringe01,syringe,0.578947368,0.611111111,0,0,Medical instrument & accessory,3.974358974,2.794871795,4.3125,3.78125,3.90625,1.389878778
syringe02,syringe,0.5,0.791666667,0.05,0.29,Medical instrument & accessory,3.512820513,2.538461538,3.515151515,3.272727273,3.875,1.138686553
tabascosauce,Tabasco Sauce,0.357142857,0.384615385,0.02,0.02,Food,4.166666667,2.047619048,,,2.705882353,2.861825145
table01,table,0.80952381,0.80952381,0,0,Furniture,4.785714286,1.714285714,3.1875,3.9375,2.882352941,1.083418932
tableknife02,knife,0.868421053,0.868421053,0,0,Kitchen & utensil,4.621621622,2.25,3.303030303,3.40625,3.606060606,0.656743147
tablesaw,Table saw,0.333333333,0.666666667,0.29,0.17,Hand labour tool & accessory,3.025,3.024390244,,,2.176470588,1.854080808
taillight,Tail lights,0.238095238,0.27027027,0.02,0.07,Vehicle,4.214285714,2.523809524,,,1.735294118,3.020433948
tambourine01,tambourine,0.692307692,0.9,0,0.13,Musical instrument,3.897435897,2.256410256,4.090909091,4.03030303,3.303030303,0.560825177
tambourine03,Tambourine,0.571428571,0.648648649,0,0.07,Musical instrument,4.19047619,2.357142857,3.677419355,3.5,3.882352941,1.464360797
tampon,tampon,0.820512821,0.941176471,0.03,0.05,Skincare & bathroom item,3.564102564,2.307692308,4.15625,3.71875,2.84375,0.381580488
tank,Tank,0.642857143,0.75,0,0.05,Vehicle,4.30952381,3.238095238,3.65625,3.25,2.058823529,1.172932291
tankertruck,truck,0.476190476,0.487804878,0,0.02,Vehicle,4.452380952,2.952380952,,,2.029411765,2.840638605
tape02a,tape,0.526315789,0.540540541,0,0.03,Hand labour tool & accessory,3.736842105,1.923076923,3.424242424,3.46875,2.78125,2.291930747
taperecorder,tape recorder,0.435897436,0.447368421,0,0,Electronic device & accessory,3.756756757,3.368421053,4.03030303,3.787878788,2.909090909,2.778153927
tarantula,Tarantula,0.666666667,0.666666667,0,0,Insect,4.095238095,3.452380952,3.78125,3.375,1.941176471,1.163139141
taxisign,taxi sign,0.619047619,0.684210526,0,0.07,Vehicle,4.404761905,1.619047619,3.1875,2.9375,2.735294118,1.673688746
teabag,tea bag,0.948717949,0.948717949,0,0,Food,4.435897436,2.41025641,4.454545455,4.090909091,2.848484848,0.343100308
teapot,teapot,0.789473684,0.857142857,0,0.05,Kitchen & utensil,4.102564103,2.58974359,3.606060606,3.9375,2.84375,0.787522864
telephone01b,telephone,0.512820513,0.512820513,0,0,Electronic device & accessory,4.717948718,3.128205128,3.424242424,2.484848485,4.090909091,1.863399349
telescope,telescope,0.904761905,0.95,0,0.02,Outdoor activity & sport item,4.142857143,2.404761905,3.1875,3.75,3.588235294,0.336396957
television,TV,0.238095238,0.238095238,0,0,Electronic device & accessory,4.756097561,1.780487805,,,3.558823529,3.476117283
tennisball01b,tennis ball,0.948717949,0.948717949,0,0,Outdoor activity & sport item,4.236842105,1.868421053,4.757575758,4.787878788,3.575757576,0.291818257
tennisracket,Tennis racket,0.619047619,0.619047619,0,0,Outdoor activity & sport item,4.357142857,2.19047619,3.875,3.40625,4.029411765,1.289528161
tent,tent,0.904761905,0.904761905,0,0,Outdoor activity & sport item,4.452380952,2.142857143,3.09375,3.84375,2.823529412,0.596573482
tern,bird,0.714285714,0.882352941,0.05,0.12,Bird,3.261904762,3.071428571,3.15625,3.625,1.852941176,0.699029963
thermometer02b,thermometer,0.948717949,0.973684211,0,0.03,Household article & cleaner,4.054054054,2.684210526,3.65625,2.848484848,1.757575758,0.175565026
thermos,thermos,0.41025641,0.571428571,0.15,0.13,Kitchen & utensil,2.972222222,2.694444444,3.333333333,4.03030303,2.03030303,1.994680368
thimble,thimble,0.578947368,0.814814815,0.03,0.26,Household article & cleaner,3.314285714,2.277777778,4.419354839,2.8,2.516129032,1.121276554
thread02,thread,0.564102564,0.647058824,0,0.08,Household article & cleaner,3.769230769,2.179487179,3.6875,3.59375,2.4375,1.623963428
threeholepunch03,hole puncher,0.256410256,0.294117647,0.03,0.05,Stationary & school supply,3.842105263,2.527777778,3.933333333,3.709677419,2.612903226,3.033096034
thumbtack02a,thumbtack,0.307692308,0.387096774,0,0.1,Stationary & school supply,4.205128205,1.717948718,3.733333333,3.566666667,2.2,2.145852761
tie02,tie,0.785714286,0.785714286,0,0,Clothing,4.642857143,1.523809524,3.75,4.375,4.205882353,0.749595257
tiger02,tiger,0.952380952,0.952380952,0,0,Feline,4.357142857,3.119047619,3.96875,3.96875,1.823529412,0.323814475
tire,tire,0.761904762,0.780487805,0,0,Vehicle,4.619047619,1.595238095,4.15625,3.875,2.558823529,1.144018163
tissuebox01b,kleenex box,0.263157895,0.263157895,0,0,Skincare & bathroom item,4.684210526,2.394736842,4.65625,4.65625,3.125,2.530601699
toad,frog,0.547619048,0.547619048,0,0,Reptile,4.119047619,3.619047619,3.21875,2.71875,2.147058824,1.128018018
toast,toast,0.743589744,0.743589744,0,0,Food,4.58974359,2.512820513,4.59375,4.35483871,2.258064516,1.224088786
toaster01,toaster,0.947368421,0.972972973,0,0,Kitchen & utensil,4.473684211,2.947368421,4.666666667,4.25,2.666666667,0.179256067
toasteroven,Toaster oven,0.666666667,0.666666667,0,0,Kitchen & utensil,4.428571429,3,3.875,3.65625,2.794117647,1.854080808
toilet,Toilet,0.904761905,0.904761905,0,0,Skincare & bathroom item,4.928571429,2.238095238,3.84375,3.71875,4.529411765,0.530980922
toiletbrush,Toilet brush,0.571428571,0.666666667,0,0.05,Skincare & bathroom item,4.571428571,2.119047619,4.09375,3.0625,3.117647059,1.779950001
toiletpaper01a,toilet paper,0.921052632,0.921052632,0,0,Skincare & bathroom item,4.794871795,2.230769231,4.606060606,3.909090909,3.454545455,0.523587893
tomato01,tomato,1,1,0,0,Food,4.743589744,1.692307692,4.84375,4.666666667,1.46875,0
tomatojuice,tomato juice,0.394736842,0.416666667,0.03,0.03,Food,3.605263158,2.184210526,3.878787879,3.878787879,1.303030303,6.042169645
tombstone,Tombstone,0.69047619,0.69047619,0,0,Building infrastructure,4.428571429,1.976190476,3.5625,3.21875,2.294117647,1.555505247
tonfa,Baton,0.285714286,0.444444444,0.14,0.19,War related weapon & item,3.45,1.707317073,,,2.272727273,2.837315743
tongs01b,tongs,0.487179487,0.791666667,0.05,0.26,Kitchen & utensil,4,1.948717949,3.3125,3.53125,2.4375,1.222019886
toolbox02,Toolbox,0.880952381,0.925,0,0.02,Hand labour tool & accessory,4.357142857,2.071428571,3.40625,3.75,2.470588235,0.453183732
toothbrush03b,toothbrush,1,1,0,0,Skincare & bathroom item,4.692307692,2.230769231,4.21875,3.8125,4.28125,0
